CH1,CH2,CH3,Start,Increment,
Volt,Volt,Volt,-29.975,0.05
4.186,4.204,0.08,
4.168,4.192,0,
4.168,4.204,0,
4.186,4.192,0.08,
4.186,4.192,0.08,
4.162,4.204,0,
4.18,4.192,0.08,
4.168,4.204,0,
4.18,4.204,0,
4.162,4.192,0.08,
4.186,4.204,0.08,
4.168,4.186,0,
4.168,4.192,0.08,
4.186,4.204,0,
4.186,4.204,0.08,
4.162,4.186,0,
4.186,4.192,0.08,
4.168,4.204,0,
4.18,4.192,0.08,
4.162,4.204,0,
4.18,4.204,0,
4.168,4.192,0.08,
4.168,4.186,0.08,
4.186,4.204,0.04,
4.18,4.192,0.08,
4.168,4.204,0,
4.168,4.204,0.08,
4.192,4.192,0,
4.186,4.204,0.08,
4.168,4.192,0,
4.168,4.204,0.08,
4.186,4.192,0,
4.18,4.192,0.08,
4.168,4.204,0,
4.186,4.204,0.08,
4.162,4.186,0,
4.186,4.192,0.08,
4.162,4.204,0,
4.18,4.192,0,
4.168,4.204,0.08,
4.186,4.204,0.08,
4.156,4.18,0,
4.168,4.192,0,
4.186,4.204,0.08,
4.168,4.192,0.08,
4.186,4.204,0,
4.18,4.192,0,
4.168,4.204,0.08,
4.186,4.204,0.08,
4.162,4.186,0,
4.168,4.192,0,
4.186,4.204,0.08,
4.168,4.192,0.08,
4.18,4.204,0,
4.156,4.204,0.08,
4.186,4.18,0,
4.18,4.204,0.08,
4.09,4.15,0,
4.096,4.156,0.08,
4.198,4.216,0,
4.186,4.192,0.08,
4.168,4.204,0,
4.168,4.192,0.08,
4.186,4.204,0,
4.18,4.192,0.08,
4.168,4.204,0,
4.168,4.192,0.08,
4.192,4.204,0,
4.192,4.192,0.08,
4.168,4.204,0,
4.18,4.204,0.08,
4.09,4.144,0,
4.192,4.21,0.08,
4.084,4.138,0,
4.144,4.192,0.08,
4.084,4.15,0,
4.108,4.18,0.08,
4.126,4.162,0,
4.114,4.168,0.08,
4.126,4.186,0,
4.126,4.168,0.08,
4.108,4.186,0,
4.126,4.18,0.08,
4.108,4.162,0,
4.126,4.168,0.08,
4.108,4.18,0,
4.21,4.252,0.08,
3.886,4.042,0,
4.192,4.03,0.08,
3.862,4.216,0,
4.186,4.204,0.08,
3.976,4.108,0,
4.138,4.168,0.08,
4.12,4.192,0,
4.138,4.168,0.08,
4.12,4.192,0,
4.144,4.168,0.08,
4.12,4.192,0,
4.138,4.174,0.08,
4.114,4.192,0.04,
4.138,4.192,0.08,
4.12,4.174,0,
4.138,4.192,0.08,
4.12,4.174,0,
4.138,4.168,0,
4.12,4.192,0.08,
4.12,4.168,0.08,
4.144,4.192,0,
