CH1,CH2,Start,Increment,
Volt,Volt,-29.975,0.05
3.1,4.306,
4.312,4.294,
4.306,4.294,
4.288,4.306,
4.288,4.294,
4.306,4.306,
4.306,4.306,
4.294,4.294,
4.294,4.306,
4.306,4.294,
4.306,4.306,
4.294,4.294,
4.306,4.306,
4.294,4.294,
4.294,4.306,
4.306,4.294,
4.306,4.294,
4.294,4.306,
4.306,4.306,
4.288,4.294,
4.306,4.306,
4.294,4.294,
4.306,4.306,
4.294,4.294,
4.3,4.306,
4.306,4.294,
4.3,4.306,
4.306,4.294,
4.306,4.306,
4.288,4.294,
4.306,4.306,
4.294,4.294,
4.3,4.306,
4.306,4.294,
4.306,4.306,
4.294,4.294,
4.312,4.294,
4.294,4.306,
4.306,4.306,
4.294,4.294,
4.312,4.306,
4.294,4.294,
4.294,4.306,
4.306,4.294,
4.306,4.306,
4.294,4.294,
4.3,4.306,
4.306,4.294,
4.3,4.306,
4.306,4.294,
4.3,4.306,
4.306,4.294,
4.306,4.294,
4.294,4.312,
4.3,4.306,
4.312,4.294,
4.3,4.306,
4.312,4.294,
4.294,4.312,
4.312,4.294,
4.312,4.306,
4.294,4.294,
4.306,4.294,
4.294,4.312,
4.3,4.294,
4.306,4.312,
4.294,4.294,
4.312,4.306,
4.3,4.294,
4.306,4.312,
4.3,4.294,
4.312,4.312,
4.3,4.306,
4.312,4.294,
4.3,4.312,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.312,
4.312,4.294,
4.3,4.306,
4.312,4.294,
4.3,4.306,
4.312,4.294,
4.306,4.306,
4.3,4.294,
4.3,4.306,
4.306,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.294,
4.306,4.312,
4.3,4.294,
4.312,4.312,
4.312,4.294,
4.294,4.312,
4.3,4.306,
4.312,4.294,
4.3,4.294,
4.306,4.312,
4.312,4.294,
4.3,4.312,
4.3,4.306,
4.312,4.294,
4.3,4.306,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.312,4.306,
4.294,4.294,
4.3,4.312,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.306,
4.312,4.294,
4.3,4.312,
4.312,4.294,
4.3,4.306,
4.312,4.294,
4.3,4.306,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.294,
4.312,4.312,
4.3,4.312,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.294,
4.312,4.312,
4.3,4.294,
4.312,4.312,
4.3,4.312,
4.312,4.294,
4.3,4.306,
4.312,4.3,
4.3,4.306,
4.312,4.294,
4.3,4.3,
4.312,4.312,
4.3,4.312,
4.312,4.294,
4.3,4.306,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.306,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.312,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.312,
4.312,4.294,
4.3,4.312,
4.312,4.294,
4.3,4.312,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.294,
4.306,4.312,
4.3,4.306,
4.306,4.294,
4.3,4.312,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.294,
4.312,4.312,
4.3,4.294,
4.312,4.312,
4.306,4.312,
4.3,4.294,
4.3,4.3,
4.312,4.312,
4.3,4.312,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.294,
4.312,4.312,
4.3,4.306,
4.312,4.294,
4.3,4.3,
4.312,4.312,
4.3,4.3,
4.312,4.306,
4.3,4.3,
4.312,4.312,
4.3,4.3,
4.312,4.312,
4.3,4.312,
4.312,4.294,
4.3,4.312,
4.312,4.294,
4.3,4.312,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.3,4.3,
4.312,4.312,
4.3,4.3,
4.312,4.312,
4.3,4.306,
4.312,4.3,
4.3,4.312,
4.312,4.294,
4.3,4.312,
4.312,4.294,
4.3,4.294,
4.312,4.312,
4.312,4.306,
4.288,4.258,
4.306,4.264,
4.216,4.276,
4.228,4.258,
4.216,4.282,
4.216,4.264,
4.24,4.282,
4.228,4.282,
4.24,4.252,
4.21,4.282,
4.252,4.246,
4.24,4.306,
4.192,4.264,
4.306,4.276,
4.216,4.258,
4.228,4.258,
4.216,4.282,
4.21,4.264,
4.24,4.306,
4.228,4.306,
4.3,4.258,
4.306,4.276,
4.204,4.258,
4.228,4.252,
4.21,4.282,
4.204,4.27,
4.24,4.282,
4.228,4.282,
4.24,4.252,
4.252,4.252,
4.21,4.282,
4.24,4.282,
4.174,4.252,
4.24,4.27,
4.21,4.252,
4.222,4.264,
4.204,4.252,
4.204,4.264,
4.216,4.252,
4.216,4.264,
4.204,4.252,
4.216,4.252,
4.204,4.264,
4.204,4.264,
4.216,4.252,
4.204,4.252,
4.216,4.264,
4.216,4.264,
4.204,4.252,
4.204,4.264,
4.216,4.252,
4.204,4.264,
4.216,4.252,
4.216,4.264,
4.204,4.252,
4.204,4.252,
4.216,4.264,
4.204,4.264,
4.216,4.252,
4.204,4.252,
4.216,4.264,
4.216,4.252,
4.198,4.264,
4.204,4.264,
4.216,4.252,
4.204,4.264,
4.216,4.246,
4.204,4.252,
4.216,4.264,
4.204,4.264,
4.216,4.228,
4.216,4.264,
4.144,4.252,
4.216,4.264,
4.204,4.252,
4.216,4.264,
4.204,4.252,
4.204,4.264,
4.216,4.252,
4.216,4.264,
4.198,4.246,
4.216,4.252,
4.204,4.264,
4.204,4.228,
4.216,4.27,
4.144,4.264,
4.234,4.246,
4.204,4.264,
4.216,4.252,
4.204,4.264,
4.216,4.252,
4.216,4.264,
4.204,4.246,
4.216,4.252,
4.192,4.276,
4.204,4.276,
4.24,4.216,
4.24,4.234,
4.12,4.258,
4.162,4.258,
4.198,4.204,
4.21,4.264,
4.102,4.21,
4.216,4.216,
4.102,4.258,
4.12,4.252,
4.198,4.21,
4.198,4.252,
4.108,4.216,
4.186,4.204,
4.12,4.252,
4.096,4.246,
4.18,4.21,
4.18,4.252,
4.108,4.21,
4.18,4.252,
4.108,4.192,
4.18,4.246,
4.066,4.192,
4.168,4.186,
4.078,4.258,
4.054,4.24,
4.198,4.258,
4.168,4.264,
4.198,4.21,
4.216,4.246,
4.096,4.198,
4.186,4.204,
4.084,4.252,
4.192,4.198,
4.09,4.258,
4.204,4.258,
4.084,4.216,
4.114,4.198,
4.21,4.264,
4.078,4.264,
4.222,4.18,
4.222,4.252,
4.048,4.21,
4.186,4.21,
4.102,4.282,
4.102,4.24,
4.252,4.288,
4.168,4.252,
4.264,4.288,
4.192,4.252,
4.264,4.288,
4.264,4.264,
4.198,4.252,
4.222,4.252,
4.21,4.27,
4.222,4.258,
4.204,4.27,
4.222,4.264,
4.21,4.252,
4.222,4.252,
4.21,4.276,
4.222,4.27,
4.204,4.252,
4.222,4.258,
4.204,4.264,
4.222,4.252,
4.204,4.276,
4.222,4.27,
4.21,4.252,
4.222,4.264,
4.204,4.252,
4.222,4.264,
4.204,4.252,
4.216,4.252,
4.198,4.27,
4.204,4.252,
4.222,4.27,
4.21,4.264,
4.222,4.252,
4.222,4.27,
4.21,4.252,
4.222,4.258,
4.21,4.276,
4.222,4.264,
4.204,4.252,
4.222,4.252,
4.198,4.27,
4.222,4.27,
4.204,4.252,
4.222,4.27,
4.192,4.252,
4.222,4.264,
4.204,4.252,
4.222,4.252,
4.204,4.27,
4.222,4.27,
4.21,4.252,
4.222,4.252,
4.204,4.27,
4.222,4.264,
4.21,4.252,
4.222,4.264,
4.204,4.252,
4.222,4.252,
4.204,4.27,
4.222,4.264,
4.204,4.258,
4.222,4.264,
4.204,4.252,
4.222,4.264,
4.204,4.252,
4.222,4.264,
4.204,4.252,
4.204,4.252,
4.222,4.27,
4.204,4.264,
4.222,4.252,
4.222,4.252,
4.204,4.276,
4.222,4.264,
4.204,4.222,
4.222,4.264,
4.132,4.234,
4.222,4.252,
4.162,4.27,
4.222,4.264,
4.204,4.252,
4.222,4.252,
4.21,4.27,
4.222,4.252,
4.192,4.27,
4.222,4.264,
4.204,4.252,
4.222,4.252,
4.198,4.27,
4.222,4.264,
4.21,4.258,
4.222,4.282,
4.21,4.21,
4.258,4.228,
4.102,4.258,
4.144,4.258,
4.204,4.246,
4.204,4.258,
4.186,4.24,
4.204,4.258,
4.18,4.246,
4.204,4.258,
4.186,4.246,
4.204,4.27,
4.18,3.844,
4.228,4.282,
3.322,3.844,
4.258,3.862,
3.322,4.276,
3.388,4.282,
4.24,3.898,
4.258,4.282,
3.448,3.91,
4.258,4.276,
3.466,3.904,
4.24,4.264,
3.46,4.246,
4.222,4.264,
4.18,4.252,
4.222,4.264,
4.198,4.252,
4.222,4.252,
4.198,4.264,
4.198,4.264,
4.222,4.252,
4.222,4.264,
4.204,4.252,
4.222,4.264,
4.198,4.252,
4.204,4.252,
4.222,4.264,
4.204,4.282,
4.222,3.904,
4.252,3.928,
3.454,3.91,
3.478,3.91,
3.502,4.288,
3.478,4.282,
4.258,4.246,
4.258,4.282,
4.18,3.904,
4.258,4.282,
3.46,3.928,
4.258,4.252,
3.52,4.264,
4.216,4.282,
4.192,3.922,
4.252,4.288,
3.496,3.928,
4.258,4.282,
3.514,3.922,
4.258,4.282,
3.496,3.928,
4.258,4.288,
3.514,3.928,
4.258,4.288,
3.508,3.922,
4.258,4.288,
3.502,3.922,
4.258,3.892,
3.496,4.282,
3.43,4.282,
4.252,3.922,
4.246,4.264,
3.496,4.246,
4.216,4.264,
4.198,4.246,
4.216,4.264,
4.192,4.246,
4.216,4.264,
4.198,4.246,
4.216,4.264,
4.192,4.246,
4.192,4.264,
4.216,4.246,
4.216,4.264,
4.186,4.228,
4.216,4.264,
4.15,4.246,
4.216,4.246,
4.192,4.264,
4.198,4.264,
4.216,4.24,
4.216,4.24,
4.174,4.264,
4.174,4.264,
4.216,4.246,
4.216,4.264,
4.192,4.246,
4.192,4.252,
4.216,4.264,
4.216,4.264,
4.198,4.234,
4.216,4.264,
4.162,4.246,
4.216,4.264,
4.198,4.228,
4.216,4.264,
4.138,4.234,
4.168,4.264,
4.222,4.252,
4.198,4.264,
4.222,4.252,
4.216,4.264,
4.198,4.24,
4.216,4.264,
4.174,4.222,
4.216,4.264,
4.138,4.246,
4.216,4.264,
4.18,4.246,
4.216,4.264,
4.198,4.246,
4.216,4.264,
4.192,4.24,
4.216,4.264,
4.174,4.222,
4.216,4.264,
4.138,4.246,
4.192,4.276,
4.216,3.922,
4.246,4.276,
3.49,3.91,
3.466,4.288,
4.252,3.916,
4.252,3.922,
3.484,4.282,
3.49,4.282,
4.252,3.922,
4.252,4.264,
3.496,4.246,
4.216,4.264,
4.192,4.234,
4.216,4.21,
4.162,4.288,
4.114,4.288,
4.264,4.27,
4.27,4.276,
4.24,4.294,
4.27,4.288,
4.252,4.252,
4.27,4.276,
4.198,4.288,
4.252,4.276,
4.27,4.288,
4.252,4.288,
4.27,4.276,
4.27,4.288,
4.252,4.276,
4.27,4.288,
4.252,4.276,
4.27,4.288,
4.252,4.264,
4.216,4.276,
4.27,4.288,
4.252,4.276,
4.27,4.288,
4.27,4.288,
4.252,4.276,
4.27,4.288,
4.252,4.276,
4.27,4.276,
4.252,4.294,
4.258,4.288,
4.27,4.27,
4.27,4.288,
4.24,4.27,
4.27,4.288,
4.24,4.276,
4.252,4.288,
4.27,4.276,
4.27,4.276,
4.252,4.294,
4.258,4.288,
4.27,4.276,
4.27,4.288,
4.252,4.228,
4.264,4.258,
4.15,4.24,
4.198,4.252,
4.18,4.24,
4.18,4.24,
4.192,4.258,
4.18,4.264,
4.198,3.874,
4.222,4.282,
3.388,3.868,
4.252,3.88,
3.382,4.282,
3.406,4.276,
4.258,3.886,
4.252,4.264,
3.412,4.24,
4.21,4.252,
4.174,4.264,
4.198,4.264,
4.216,4.246,
4.216,4.246,
4.198,4.264,
4.198,4.252,
4.216,4.264,
4.216,4.264,
4.198,4.246,
4.216,4.246,
4.198,4.264,
4.21,4.258,
4.198,4.246,
4.21,4.246,
4.198,4.264,
4.21,4.264,
4.198,4.246,
4.21,4.258,
4.198,4.234,
4.21,4.258,
4.168,4.246,
4.21,4.258,
4.198,4.246,
4.21,4.246,
4.18,4.264,
4.192,4.246,
4.216,4.264,
4.21,4.246,
4.192,4.264,
4.21,4.258,
4.198,4.246,
4.21,4.246,
4.192,4.264,
4.198,4.246,
4.216,4.264,
4.21,4.246,
4.192,4.264,
4.21,4.258,
4.198,4.246,
4.21,4.246,
4.198,4.264,
4.21,4.258,
4.198,4.246,
4.21,4.246,
4.192,4.264,
4.192,4.252,
4.216,4.264,
4.216,4.264,
4.204,4.246,
4.216,4.258,
4.192,4.246,
4.21,4.246,
4.192,4.264,
4.192,4.258,
4.216,4.246,
4.216,4.264,
4.192,4.246,
4.216,4.264,
4.192,4.246,
4.21,4.258,
4.192,4.246,
4.21,4.246,
4.192,4.264,
4.192,4.246,
4.216,4.264,
4.21,4.258,
4.192,4.246,
4.21,4.258,
4.198,4.246,
4.21,4.264,
4.192,4.246,
4.198,4.246,
4.21,4.264,
4.21,4.246,
4.192,4.264,
4.192,4.258,
4.216,4.246,
4.198,4.264,
4.216,4.246,
4.216,4.246,
4.192,4.264,
4.198,4.24,
4.21,4.264,
4.18,4.246,
4.216,4.264,
4.192,4.264,
4.216,4.252,
4.216,4.264,
4.198,4.246,
4.216,4.246,
4.192,4.264,
4.21,4.246,
4.198,4.264,
4.216,4.246,
4.192,4.264,
4.192,4.246,
4.216,4.264,
4.192,4.246,
4.216,4.264,
4.192,4.246,
4.216,4.264,
4.192,4.246,
4.216,4.264,
4.216,4.246,
4.192,4.264,
4.186,4.264,
4.216,4.246,
4.198,4.246,
4.216,4.264,
4.198,4.258,
4.216,4.246,
4.192,4.264,
4.216,4.246,
4.216,4.246,
4.192,4.264,
4.198,4.246,
4.216,4.264,
4.216,4.246,
4.192,4.264,
4.216,4.246,
4.192,4.264,
4.192,4.246,
4.216,4.264,
4.192,4.264,
4.216,4.246,
4.192,4.252,
4.216,4.264,
4.216,4.264,
4.198,4.246,
4.216,4.264,
4.198,4.246,
4.216,4.246,
4.192,4.264,
4.192,4.246,
4.216,4.264,
4.21,4.246,
4.192,4.264,
4.216,4.246,
4.198,4.264,
4.186,4.246,
4.216,4.264,
4.192,4.246,
4.216,4.264,
4.216,4.246,
4.192,4.264,
4.192,4.246,
4.216,4.264,
4.192,4.264,
4.216,4.246,
4.198,4.246,
4.216,4.264,
4.216,4.246,
4.192,4.264,
4.216,4.246,
4.192,4.264,
4.192,4.258,
4.216,4.246,
4.21,4.264,
4.192,4.246,
4.186,4.246,
4.216,4.264,
4.216,4.246,
4.192,4.264,
4.21,4.246,
4.192,4.264,
4.186,4.264,
4.216,4.252,
4.216,4.264,
4.198,4.246,
4.216,4.246,
4.198,4.264,
4.18,4.246,
4.216,4.264,
4.216,4.264,
4.186,4.246,
4.198,4.246,
4.216,4.264,
4.216,4.264,
4.192,4.246,
4.192,4.264,
4.216,4.246,
4.216,4.264,
4.192,4.246,
4.186,4.246,
4.216,4.264,
4.186,4.264,
4.216,4.246,
4.216,4.246,
4.192,4.264,
4.216,4.246,
4.192,4.264,
4.192,4.246,
4.216,4.264,
4.192,4.282,
4.216,3.88,
4.252,4.276,
3.4,3.886,
3.4,4.264,
4.246,4.246,
4.216,4.246,
4.186,4.264,
4.192,4.264,
4.216,4.246,
4.192,4.264,
4.216,4.246,
4.216,4.246,
4.192,4.264,
4.216,4.246,
4.192,4.264,
4.192,4.252,
4.216,4.264,
4.198,4.288,
4.216,3.886,
4.258,4.276,
3.406,3.91,
4.258,4.282,
3.46,3.91,
4.246,4.276,
3.454,3.892,
4.246,4.246,
3.406,4.264,
4.192,4.264,
4.222,4.246,
4.222,4.246,
4.192,4.264,
4.216,4.264,
4.192,4.246,
4.216,4.246,
4.192,4.264,
4.198,4.264,
4.222,4.246,
4.216,4.246,
4.192,4.264,
4.192,4.264,
4.216,4.246,
4.216,4.246,
4.192,4.264,
4.216,4.264,
4.192,4.246,
4.192,4.264,
4.222,4.246,
4.216,4.264,
4.192,4.246,
4.216,4.246,
4.186,4.264,
4.192,4.246,
4.216,4.264,
4.192,4.264,
4.216,4.246,
4.216,4.264,
4.192,4.246,
4.216,4.246,
4.186,4.264,
4.216,4.246,
4.192,4.264,
4.186,4.246,
4.216,4.264,
4.216,4.264,
4.186,4.24,
4.192,4.246,
