CH1,CH2,CH3,Start,Increment,
Volt,Volt,Volt,-29.975,0.05
4.22,4.204,0.08,
4.196,4.22,0,
4.196,4.22,0.08,
4.212,4.196,0,
4.212,4.22,0.08,
4.196,4.196,0,
4.196,4.22,0.08,
4.204,4.196,0,
4.204,4.22,0.08,
4.196,4.196,0,
4.204,4.22,0.08,
4.196,4.196,0,
4.204,4.22,0,
4.196,4.196,0.08,
4.204,4.22,0.08,
4.196,4.196,0,
4.204,4.22,0.08,
4.196,4.196,0,
4.204,4.22,0.08,
4.196,4.196,0,
4.204,4.196,0.08,
4.196,4.22,0.04,
4.196,4.204,0.08,
4.212,4.22,0,
4.204,4.22,0,
4.196,4.196,0.08,
4.196,4.196,0,
4.204,4.22,0.08,
4.196,4.22,0.08,
4.204,4.196,0.04,
4.196,4.22,0.08,
4.22,4.196,0,
4.196,4.22,0.08,
4.22,4.196,0,
4.196,4.22,0.08,
4.22,4.196,0,
4.196,4.22,0.08,
4.22,4.196,0,
4.212,4.22,0.08,
4.196,4.196,0,
4.204,4.22,0.08,
4.196,4.196,0,
4.204,4.22,0,
4.196,4.196,0.12,
4.204,4.22,0.12,
4.196,4.196,0,
4.196,4.22,0.08,
4.22,4.196,0,
4.196,4.22,0.08,
4.212,4.196,0,
4.196,4.22,0.08,
4.212,4.204,0.04,
4.204,4.22,0.08,
4.196,4.196,0,
4.204,4.22,0.08,
4.196,4.196,0,
4.196,4.22,0.08,
4.212,4.196,0,
4.204,4.22,0.08,
4.196,4.196,0.04,
4.196,4.196,0.08,
4.22,4.22,0,
4.196,4.22,0.04,
4.22,4.196,0.08,
4.196,4.204,0.08,
4.22,4.22,0,
4.204,4.22,0,
4.196,4.196,3.36,
4.196,4.196,3.36,
4.22,4.22,3.36,
4.204,4.22,3.4,
4.108,4.156,3.32,
4.132,4.18,3.32,
4.148,4.204,3.4,
4.132,4.188,3.36,
4.164,4.204,3.36,
4.164,4.188,3.36,
4.14,4.204,3.36,
4.172,4.204,3.32,
4.124,4.18,3.4,
4.172,4.18,3.36,
4.124,4.204,3.44,
4.116,4.252,3.4,
4.236,4.156,3.32,
4.124,4.164,3.36,
4.148,4.196,3.32,
4.132,4.204,3.44,
4.164,4.18,3.32,
4.14,4.188,3.36,
4.228,4.252,3.4,
4.228,4.236,3.36,
4.108,4.156,3.44,
4.148,4.18,3.36,
4.132,4.204,3.32,
4.132,4.188,3.36,
4.164,4.204,3.36,
4.14,4.204,3.32,
4.164,4.188,3.44,
4.172,4.204,3.4,
4.124,4.18,3.32,
4.172,4.18,3.32,
4.124,4.204,3.44,
4.164,4.204,3.44,
4.124,4.18,3.32,
4.148,4.204,3.44,
4.124,4.18,3.32,
4.124,4.196,3.32,
4.14,4.18,3.44,
4.14,4.196,3.4,
4.124,4.18,3.32,
4.124,4.196,3.36,
4.14,4.18,3.4,
4.14,4.18,3.32,
4.124,4.196,3.44,
4.14,4.196,3.36,
4.124,4.18,3.44,
4.14,4.196,3.36,
4.124,4.18,3.4,
4.14,4.196,3.4,
4.124,4.18,3.32,
4.124,4.196,3.44,
4.14,4.18,3.32,
4.14,4.18,3.4,
4.124,4.196,3.32,
4.124,4.196,3.36,
4.14,4.18,3.44,
4.14,4.196,3.32,
4.124,4.18,3.4,
4.14,4.196,3.36,
4.124,4.18,3.44,
4.124,4.18,3.36,
4.14,4.196,3.32,
4.14,4.18,3.44,
4.124,4.196,3.32,
4.14,4.196,3.36,
4.124,4.18,3.4,
4.14,4.196,3.44,
4.124,4.18,3.32,
4.14,4.196,3.4,
4.124,4.18,3.32,
4.044,4.14,3.32,
4.148,4.204,3.44,
4.124,4.196,3.32,
4.14,4.18,3.4,
4.14,4.196,3.36,
4.124,4.18,3.44,
4.14,4.18,3.32,
4.124,4.196,3.44,
4.14,4.196,3.36,
4.124,4.18,3.36,
4.14,4.196,3.36,
4.124,4.18,3.44,
4.14,4.196,3.4,
4.124,4.18,3.32,
4.044,4.14,3.32,
4.18,4.212,3.44,
4.14,4.196,3.36,
4.124,4.18,3.32,
4.14,4.196,3.36,
4.124,4.18,3.4,
4.14,4.18,3.44,
4.124,4.196,3.32,
4.14,4.196,3.36,
4.108,4.172,3.4,
